row_id	ind	tyv	ru	split
22692	22708	артыкы талазы	оборотная сторона	train
28570	28586	бот-тывынгыр уран чүүл	художественная самодеятельность	train
19195	19211	октябрьның он сесте	восемьнадцатого октября	train
23530	23546	ол	она	train
3947	3961	Алчыр-бержир	Передавать друг другу	train
31219	31235	хүндүскүнүң ийи шак	два часа дня	train
26777	26793	эгин артаар	переступить порог	train
43518	43537	хөй хуужуур быжырар	напечь пирогов	train
4576	4590	Бадыткаттынар	Быть утверждённым	train
28096	28112	соңга рамазы	оконная рама	train
8055	8070	Чыдыдып тур мен	Окуриваю я	train
12077	12092	идегелдиг	верный	train
18194	18210	кым-бир кижини туразында салбас	не давать спуску кому-либо	train
46465	46485	чыынды	свод	train
39968	39986	дал дүъште	в самый полдень	train
48760	48781	эгелээр	стать	train
14675	14690	мегелээр	кривить душой	train
199	213	Мону ап болур бе?	Можно это взять?	train
43584	43603	херээженнер эр улус-биле дөмей ажылдап турган	женщины работали наравне с мужчинами	train
32877	32894	инструментилер мастерскаязы	инструментальная мастерская	train
28088	28104	ооң чемге хөөннүү дам барган	у него разыгрался аппетит	train
48862	48883	чемненири	стол	train
38262	38280	чажыт хыналда	негласный надзор	train
28786	28802	турган черинден шимчедир	сдвинуть с места	train
32728	32744	чоруй бар, оон башка багай чүве болур	уйди, или плохо будет	train
15162	15177	скобкалаар	заключить в скобки	train
32534	32550	бижимел дыңнадыг	письменное сообщение	train
37045	37063	аш ижинг	на голодный желудок	train
25071	25087	албан-дужаалындан халаар	отстранить от должности	train
45604	45623	шөлээн	непринуждённый	train
33380	33397	аңаа канчап-даа болза дузалаар херек	надо как-нибудь помочь ему	train
24934	24950	чырыктың чайыннаныры	отражение света	train
45019	45038	дээр-деңгер	небо	train
31105	31121	чаңгыс аай аажы-чаң	цельный характер	train
11020	11035	агаар тулчуушкуну	воздушный бой	train
12250	12265	аай хат	попутный ветер	train
33079	33096	чыт үндүрер	испускать запах	train
35950	35968	биче шыдалдыг шимчедикчи	маломощный двигатель	train
44742	44761	бир дең	наряду	train
11245	11260	кортпаңар!	не бойтесь!	train
32117	32133	элементарлыг математикара	элементарная математика	train
33597	33614	карачай дыл	карачаевский язык	train
15639	15654	херим иштинде	во дворе	train
6958	6973	мөөнге куткан хан – кадыг хан	кровяная колбаса в слепой кишке	train
34700	34717	дүргедээшкин хааржаа	коробка скоростей	train
7694	7709	өөрлүг бол	друзей имей	train
28952	28968	шииттирер кижи олурар чер	скамья подсудимых	train
17229	17244	ѳзээн ѳттүр доңган	замёрз до смерти	train
12907	12922	хөделдирер	возбудить	train
11169	11184	аажок чугула	большой	train
6220	6235	херээжен кижи 	 женщина	train
29253	29269	мен коргунчуг дүш дүжедим	мне снился страшный сон	train
7173	7188	аалынга сыңмас анай-хураганныг болзун	ягнят, козлят пусть имеет столько, что в аале не уместится	train
43488	43507	каража чедирер	нанести ущерб	train
317	331	Өске угланыышкын – туризм.	Другое направление – туризм.	train
24631	24647	открытка	открытка	train
13709	13724	машинаны гаражка тургузар	поставить машину в гараж	train
32814	32831	эт-херексел дептери	инвертарная книга	train
41257	41275	тос чүс тозан үш	девятьсот девяносто три	train
25978	25994	өөрүшкү тынышты дуй алы берген	радость перехватила дыхание	train
41284	41302	ам кандыг-бир пироженноеден чизе	сейчас бы какое-нибудь вкусненькое пирожное	train
42748	42767	март сес	восьмое марта	train
33321	33338	мен бодаарымга, ол ындыг ышкаш-тыр	мне кажется, что это так	train
21750	21766	ол часка ынак	он любит весну	train
20150	20166	чаңгыс сөс-биле чугаалаарга	одним словом	train
38421	38439	санап четпес курлавырлар	неисчислимые резервы	train
3582	3596	Сөөктү чүстеринден адырар	Разнимать кость по суставам	train
12691	12706	солагай талаже	влево	train
47917	47938	улаары	соединение	train
36373	36391	тус черниң чаңчылы	местный обычай	train
32568	32584	бирги үндүрулге	первое издание	train
44353	44372	ээктирер	наклонить	train
38078	38096	чагыргазынга турар	быть под началом	train
33284	33301	бо оларныӊ огороду	это их огород	train
48370	48391	амы-тын камгалаар	спасательный	train
20531	20547	кезип эмнээр өрээл	операционная	train
44747	44766	кады	наряду	train
22044	22060	элээн улуг чедиишкиннер	ощутимые успехи	train
35760	35778	эжикче дывыржыыр	ломиться в дверь	train
47591	47612	угаангыр	смышлёный	train
15958	15973	билип алыр	принять к сведению	train
19465	19481	көк карттыг ном	книга в синей обложке	train
374	388	Эвээш эвес акша-хөреңги херек апаар.	Потребуются немалые деньги.	train
12885	12900	суг мөөңнээшкини	водохранилище	train
24450	24466	соңганы ажыдар	отворить окно	train
45293	45312	хоойлуга удур	незаконный	train
22705	22721	дүшкүүрлендирери	обострение	train
1	15	кадай	жена	train
11387	11402	хырын	брюшной	train
7117	7132	чодурааны тывалар эм үнүш кылдыр ижин-шөйүндү аараанда ажыглап чорааннар	черемуху тувинцы использовали как лекарственное растение, при расстройствах желудочно-кишечного тракта	train
10168	10183	барометр көдүрлүп тур	барометр поднимается	train
31028	31044	арган аът	худая лошадь	train
9454	9469	ымыраа сээк	муха	train
44460	44479	элдээртири	намёк	train
31893	31909	кара үжүк	жирный шрифт	train
21589	21605	ойтур шавыышкынга таваржыр	встретить отпор	train
24526	24542	адырар	отделить	train
43669	43688	шыңгыы дилег	настоятельная просьба	train
23308	23324	карак кызыл	ожесточённый	train
10897	10912	чайын	блеск	train
38649	38667	шын эвес үүрмек сан	неправильная дробь	train
5597	5611	буруудадыышкынның талазы 	 сторона обвинения	train
13755	13770	карак-биле	на глаз	train
30358	30374	ооң чоруу чогувас-тыр	везёт как утопленнику	train
7569	7584	Улугну хүндүлеп чор, уруум	Старших уважай, дочка	train
27324	27340	шериг албанынче келдиртир	призвать на военную службу	train
29635	29651	малды ховуже үндүр сүрер	углублять стадо в поле	train
11146	11161	улуг	больше	train
5413	5427	истелге аайы-биле хамаарылга 	 подследственность	train
9659	9674	агрономияның	агрономический	train
8275	8290	таз сөөктери	тазовые кости	train
5391	5405	шииткелди эде көөрү 	 пересмотр приговора	train
3682	3696	Моторну ажылдадыр	Привести мотор в движение	train
34200	34217	мал саны	количество скота	train
35070	35088	улуг блоктарлыг тудуг	крупноблочное строительство	train
48746	48767	статуэтка	статуэтка	train
43028	43047	болдунар-ла дүргени-биле	как можно скорее	train
48575	48596	болгаш	спустя	train
25128	25144	чылзыдар	оттянуть	train
35735	35753	меге дүвүрээзин	ложная тревога	train
42964	42983	муңгаргай шырай	кислая мина	train
30852	30868	квартира ээзи	хозяин квартиры	train
1284	1298	саарар	студить	train
36791	36809	ыыттап эгелээр	нарушить молчание	train
16480	16495	тараазын кезип каапкан шөл	сжатое поле	train
31000	31016	чандаш кижи	хромой, хромая	train
47904	47925	бар болур	содержать	train
16862	16877	тааланчыг уйгу	сладкий сон	train
32669	32685	ооң арнындан элдепсинген аян көзүлген	на его лице изобразилось удивление	train
35381	35399	бус чиик болзун	с легким паром	train
30047	30063	хан агыышкынын доктаадыр	унять кровотечение	train
11926	11941	киир тынар	вдохнуть	train
16605	16620	мегелээр	сказать неправду	train
48005	48026	кыскалаар	сокращаться	train
1397	1411	бак сагыштыг	коварный	train
4616	4630	Базаар	Базар	train
17568	17583	ийи ажылды дакпырлаар	совмещать две должности	train
3031	3045	чайым чок	у меня нет времени	train
20772	20788	шивээни бүзээлээри	осада крепости	train
14748	14763	ийи хүн бурунгаар-ла чоруй барган	уехал ещё два дня назад	train
10405	10420	кем чок	безобидный	train
40925	40943	алды чүс алдан бир	шестьсот шестьдесят один	train
14706	14721	чаңгыстың саны	единственное число	train
23050	23066	үргүлчү	обыкновенно	train
1717	1731	тыпсыры	вручение	train
25862	25878	чанар куштар	перелётные птицы	train
8779	8794	сеңээ чүү херегил, орта чугаала	скажи толком, что тебе нужно	train
25427	25443	кырлыр	падать	train
34384	34401	садыг талазы-биле каттыжыышкыны	торгово-промышленное объединение	train
35358	35376	талантының сөөлгү илерээшкини	лебединая песнь	train
5112	5126	кеземче херээниң истелгезиниң шынары 	 качество расследования уголовных дел	train
28477	28493	дуржулгалыг апаар	набить руку на чьём-либо	train
31851	31867	часкагылаар	надавать шлепков	train
40085	40103	далдыргай кеш	грубая кожа	train
4905	4919	чорудулга хуусааларын катап тургузары 	 восстановление процессуальных сроков	train
22002	22018	мен сан бодалгаларын бодап тур мен	я решаю математические задачи	train
11860	11875	ыракче	вдаль	train
26451	26467	чажыт ажыл-чорудулгаже шилчиир	уйти в подполье	train
34711	34728	хүн өө	солнечная корона	train
20272	20288	ажыл шуудаан	работа оживилась	train
46592	46612	соңгу чүк	северный	train
20582	20598	чүге ооң кырында бардың?	за что ты на него ополчился?	train
23774	23790	арга кыдыы	опушка	train
40344	40362	сезен	восемьдесят	train
16107	16122	хат сыыңайнып тур	ветер свистит	train
37544	37562	чүък чок чоруптар	поехать налегке	train
11320	11335	кылаштаар	бродить	train
22808	22824	кезер	обрезать	train
41508	41526	тускай эртемниг кижини ажыглаар	использовать специалиста	train
4436	4450	Баарлажыр	Родниться	train
23917	23933	халаар	освободить	train
20309	20325	араатанзыг дайзын	озверелый враг	train
6245	6260	төрүвээн уруу 	 падчерица	train
25924	25940	дүвүрээзин үндүрер	произвести переплох	train
11932	11947	киир тынар	вдыхать	train
42559	42578	дорт шугум	прямая линия	train
22604	22620	чижек демдектер	условные обозначения	train
36626	36644	хөй уруглуг өг-бүле	многодетная семья	train
27443	27459	нерв аарыының хенертен кирери	нервный припадок	train
41325	41343	дилегни илередир	изложить просьбу	train
8365	8380	күштүг татар эр кижи	сильный татарин	train
3393	3407	Аарыычал	Привыкший болеть	train
2944	2958	канчап бардың?	что с тобой?	train
24033	24049	делгелгени топтап көөрү	осмотр выставки	train
6552	6567	харагалзал	опека	train
24679	24695	өңнүг кылдыр көстүр	отливать	train
14782	14797	кежээ апарган, изиг намдаан	наступил вечер, жар спал	train
37003	37021	чымчак баш дүгү	мягкие волосы	train
25485	25501	садыг палатазы	торговая палата	train
8251	8266	Бүзүрелдиң демдээ	Символ веры	train
6595	6610	деткикчи	пособничество	train
29878	29894	орук айтыр демдек	указатель дороги	train
32974	32991	пөстү шуптузун үзе-чаза кезер	искромсать всю материю	train
35402	35420	хат арынны доңуруп тур	ветер леденит лицо	train
33247	33264	херек чок	не к чему	train
18602	18618	изиг оран	жаркие страны	train
41310	41328	шупту чүве дедир эглип келзин	пусть все вернется назад	train
3494	3508	Хой агарлаашкыны эгелээн 	Настало время перестрижки овец	train
16258	16273	ак салдыг кижи	седобородый человек	train
28792	28808	килеңни соксадыр	сдержать гнев	train
44286	44305	эң	наиболее	train
10450	10465	тулган	безукоризненный	train
1859	1873	эдиглер киирер	внести исправления	train
17989	18005	чаңчылдарны хевээр арттырар	сохранить обычаи	train
18681	18697	домак тургузар	строить предложение	train
4004	4018	Амыр ажыл-дыр	Лёгкая работа	train
44443	44462	туда	наличный	train
2433	2447	шинчилеп көөрү	наблюдение	train
19284	19300	харыыны ыяк бодап алыр	обдумать ответ	train
24597	24613	хана шагыглары хоорулган	обои отклеились	train
11787	11802	шавар	вбить	train
13000	13015	болгу дег	возможный	train
38839	38857	үе дүрген эртип тур	время несётся	train
24403	24419	үт	отверстие	train
20360	20376	билбези кудумчуга келир	оказаться на незнакомой улице	train
17112	17127	чугаа-соот тарадыр	пустить слух	train
43788	43807	кижи шыдажыр аргажок аргажок аажы-чаң	невозможный характер	train
47639	47660	кызыл-хөрек	снегирь	train
1222	1236	саавыр алыр 	получить инструкцию	train
20462	20478	Тывада иви ажылы	оленеводство в Туве	train
24388	24404	дузаны хүлээп албас	отвергнуть помощь	train
14882	14897	бүгү назынында	на всю жизнь	train
39779	39797	дажаарадыр	распускать	train
20596	20612	удурланыкчы күштер	оппозиционные силы	train
43421	43440	столга чем салыр	накрыть стол	train
613	627	Ашаам школада ажылдап турар.	Мой муж работает в школе.	train
30413	30429	ооң кадыы баксыраан	его здоровье ухудшилось	train
23346	23362	сагыш човаан	озабоченный	train
15294	15309	кым-бир кижи-биле кады болур	быть с кем-либо заодно	train
41919	41937	чиңге демир-орук оруу	узкая колея	train
48884	48905	чууй идер	столкнуть	train
30304	30320	олут чайлап бээр	уступить место	train
34652	34669	хандыр бодаар	смотреть в корень	train
3861	3875	Акша бээр	Отдать деньги 	train
19542	19558	ажылдың методун чаартыр	обновить метод работы	train
32703	32719	болуушкун наклонениези	изъявительнное наклонение	train
3804	3818	Айлык черден келдим	Я прибыл из места, до которого месяц езды	train
19855	19871	эмчилерниң эртенги эргиишкини	утренний обход врачей	train
27280	27296	делгелеге хөй кижилерни хаара туткан	выставка привлекла много посетителей	train
9303	9318	дыңзыг пружина	тугая пружина	train
38	52	Шынында, оларны мен какпада кушту сокчуп бээр боор деп бодаан мен.	На самом деле, я думал, что они, возможно, помогут мне убить птицу в капкане.	train
42626	42645	таарымчалыг таварылга ажыглаар	ловить удобный случай	train
26300	26316	ээриилди дыңзыды ээрер	подвернуть гайку	train
1592	1606	Чоокку үеде мээң өңнүктеримниң чамдыызы бижидикчилерже шилчий бээр	В ближайшее время часть друзей будут переведены в подписчики	train
11261	11276	бак сөглээри	брань	train
39439	39457	кедип каап идик	ношеная обувь	train
9297	9312	тыва дыл	тувинский язык	train
20067	20083	сорук чокка	без огонька	train
13331	13346	кым-бир кижи-биле эвилелдежир	вступить в союз с кем-либо	train
19406	19422	муңгаш ыш	облако дыма	train
44560	44579	суксун	напиток	train
4868	4882	деткижери 	 взаимодействие	train
3029	3043	барып шыдавас мен	не могу пойти	train
13814	13829	бажыңдан үндүр сывырар	гнать из дому	train
34417	34434	эш тыртып	за компанию	train
24908	24924	хойзур	отпугнуть	train
17415	17430	бажыңны бузуп көжүрер дээн	дом назначен на снос	train
43588	43607	ажыт-чажыт чок	душа нараспашку	train
9028	9043	хээлей оя чидиртир	травить узоры	train
3005	3019	көк	синий	train
16033	16048	өжээнин негээр	свести счёты	train
24758	24774	номнарны библиотекага аппаар	отнести книги в библиотеку	train
33385	33402	кандыг дүжүт болуру ам-на илдең-дир	уже сейчас видно, каков будет урожай	train
3586	3600	Социализм биле күш-ажыл бот-боттарындан адырылбас	Социализм и труд неотделимы друг от друга	train
29513	29529	бажының дүгү агара берген	убелённый сединами	train
27586	27602	узун дургаар кескени	продольный разрез	train
14347	14362	чер аңы	дикий зверь	train
24614	24630	саналды хүлээп албас	отклонить предложение	train
48524	48545	сураг	справка	train
26745	26761	эдип ап болур херек	поправимое дело	train
10453	10468	шуут бодал чогу	безумие	train
37639	37657	суг күжү-биле плотина тургузары	намыв плотины	train
32783	32800	күрүне хөреңгизи	государственное имущество	train
48391	48412	баштай	сперва	train
42862	42881	болдунары-биле эвээш	как можно меньше	train
14774	14789	бажым аарып тур деп чугаалаар	жаловаться на головную боль	train
3079	3093	мен силерниң чугаалааныңар ёзугаар кылдым	я сделал так, как вы сказали	train
7735	7750	Дыткан дүк дыттынгыр болзун	Шерсть пусть лучше прядется	train
10163	10178	баритон	баритон	train
33697	33714	касторка	касторовое масло	train
21728	21744	суур станциядан бир километр ырак черде турар	деревня отстоит от станции на километр	train
15626	15641	мону чаш уруг безин кылып шыдаар	это и ребёнок может сделать	train
12752	12767	киирер	внести	train
35917	35935	ол кичээни берген	у него ушки на макушке	train
44863	44882	чогум	настоящий	train
23273	23289	чаңгыс талалыг	односторонний	train
22774	22790	сугну дош болдурар	обратить воду в лёд	train
14226	14241	херек кырында	в действительности	train
5737	5751	карак 	 глаз	train
43757	43776	бичии дуза	небольшая услуга	train
8006	8021	Алаң кайгап турар болзун	В недоумении чтобы стоял я	train
2488	2502	дужааваан	не сдать	train
22717	22733	дам баар	обостриться	train
18785	18801	платьени тарладыр	сузить платье	train
3255	3269	Аазатпай чорук	Ротозейство	train
21113	21129	эрес-дидим дайынчы	отважный воин	train
48294	48315	чүс	сотня	train
17010	17025	сөзүн ээлеп шыдавас	нарушить слово	train
17355	17370	аарыыры намдаан	боль смягчилась	train
47055	47076	кулбурааш	скользкий	train
23427	23443	кый дээр	окликнуть	train
36127	36145	материалдыг делегей	материальный мир	train
2872	2886	бажыңның аар-саар септелгези	текущий ремонт дома	train
31293	31309	үстүү чаак сөөгү	верхняя челюсть	train
25745	25761	чыт келир	пахнуть	train
10264	10279	ядыы	бедный	train
10474	10489	ады чок	безымянный	train
20774	20790	хоорайны бүзээлээр	осадить город	train
49447	49468	чадаг кылаштаар	ходить пешком	train
20052	20068	хынамчалыг	с оглядкой	train
46540	46560	дужаар	сдать	train
10563	10578	беседка	беседка	train
44889	44908	төгер	насыпать	train
35709	35727	өске кижиниң бергедээшкининден ажык үндүрүп алырын бодаар	в мутной воде рыбу ловить	train
46869	46890	көк будук	синька	train
31119	31135	эт-хөреңги цензизи	имущественный ценз	train
3690	3704	Чедир ажылдаттынар	Дорабатываться	train
17866	17881	дайзын-биле таваржыр	войти в соприкосновение с противником	train
9934	9949	арендилээр	арендовать	train
44771	44790	чүү хире	насколько	train
8764	8779	итпеңер	не толкайтесь	train
14852	14867	саазын-карадан кылган демир хууң	жестяное ведро	train
30931	30947	эки агаар, эки хүн	хорошая погода	train
6337	6352	хөлезилээри	арендовать	train
5928	5943	чаак 	 щека	train
16165	16180	хобаштыр	в связи	train
20557	20573	чарыгдалдарны төлеп бээр	оплатить расходы	train
46463	46483	чайлыг	свободный	train
17019	17034	чаңгыс-даа сөс өскертпейн	слово в слово	train
9352	9367	мында улус хөй	тут много людей	train
39211	39229	эргезинге киирип алыр	прижать к ноготю	train
15195	15210	бодун туттунмайн баар	закусить удила	train
13816	13831	аътты чүгүртүр	гнать лошадь	train
22868	22884	делгереңгейи-биле	обстоятельно	train
28049	28065	оорганы хөндүрер	разогнуть спину	train
32223	32239	карактың борбак боду	глазное яблоко	train
47512	47533	ширбий шавар	сметать	train
147	161	Каяа чордуңар?	Где вы ходили?	train
16837	16852	кышкак хыл	сдабая струна	train
19083	19099	бодумну өлүрүп шыдаар мен	могу убить себя	train
385	399	«Кадыкшыл» бот-тускайлаң мониторинг фондузунуң белеткээни 2013-2016 чылдарда «Эмчи дузазының шынары болгаш чедингири» база «Хамаатыларны эмнер-биле хандырарының чедингири» көргүзүглер талазы-биле регионнарның рейтингизи НУФ ажыл-чорудулгазының шуулганынга дыңнаткан.	Рейтинги регионов «Качество и доступность медицинской помощи» и «Доступность лекарственного обеспечения граждан», подготовленные Фондом независимого мониторинга «Здоровье» по данным за 2013–2016 гг., представили на «Форуме Действий ОНФ».	train
46222	46242	өртээ аар	дорого стоит	train
42612	42631	бодунуң амы-тынын четтинер	лишить себя жизни	train
21177	21193	туугай билиг	отвлечённое понятие	train
22807	22823	адалга	обращение	train
24932	24948	чаңгыланыры	отражение	train
45434	45453	эвээш	немного	train
29824	29840	аажок коргунчуг кышкы	ужасный крик	train
16365	16380	шай ижер түү сава	чайный сервиз	train
35702	35720	хавак сөөгү	лобный кость	train
12301	12316	илги	вешалка	train
12296	12311	мөңге	вечный	train
35722	35740	логиктиг ударение	логическое ударение	train
34603	34620	ол иезинге хөлчок дөмей	она копия мамы	train
19003	19019	арга-дуржулгазын долгандыр турар кижилер-биле үлежип	делясь опытом с окружающими	train
38782	38800	харылзаа чок чугаа	нескладный рассказ	train
20863	20879	айтырыг нарыыдаан	вопрос осложнился	train
14981	14996	өг-бүле дугайында сагыш салыр	заботиться о семье	train
29671	29687	хөмүр-даш	каменный уголь	train
9817	9832	альпинист	альпинист	train
3095	3109	бо кавыга элээн ур ажылдап келген мен	в этих местах я довольно долго работал	train
10908	10923	кылаңнаар	блестеть	train
27675	27691	пропорционалдыг хемчеглер	пропорциональные величины	train
15738	15753	гектардан дүжүт	урожай с гектара	train
36073	36091	үстүг холдар	масленые руки	train
23436	23452	чоогунда	около	train
44192	44211	номда бижик	надпись на книге	train
35150	35168	мээӊ ойнаар-кызым	моя кукла	train
44038	44057	ук чок бутка	на босу ногу	train
21155	21171	кым-бир кижини чардыктырар	отвести глаза кому-либо	train
40390	40408	чүс чээрби алды	сто двадцать шесть	train
6810	6825	кыштаг 	зимняя стоянка	train
23640	23656	оппонент	оппонент	train
22329	22345	харыксыраар	обессилеть	train
9617	9632	авторитеттиг	авторитетный	train
16394	16409	чүрээ палырт дээн	сердце упало	train
22611	22627	илерээр	обозначиться	train
9170	9185	тригонометрия функциялары	тригонометрические функции	train
42794	42813	хуу машина	личная машина	train
25671	25687	ары азыраар кижи	пасечник	train
11115	11130	шуугаазынныг	болтливый	train
37600	37618	салдар чедирер	наложить отпечаток	train
4175	4189	Аргалыг болза 	Если возможно	train
44436	44455	четчир	налиться	train
42085	42103	кымыскаяктар өөнде имиңейнип турлар	муравьи копошатся в муравейнике	train
35536	35554	ол кижи аңаа чораан бе, чорбаан бе, билбес мен	не знаю, был ли он там или не был	train
38825	38843	шыдажыр аргажок соок	нестерпимый холод	train
45424	45443	удуур	неметь	train
31705	31721	кошкак кадык	шаткое здоровье	train
14033	14048	өлгүже	до гроба	train
39804	39822	дажыкчы	носильщик	train
7913	7928	Шайым чажып тур мен	Чай свой разбрызгиваю окропляю	train
4993	5007	хыналда 	 досмотр	train
22097	22113	берге авария	тяжёлая авария	train
45548	45567	чагыртпас	непокорный	train
45032	45051	шоолуг эвес	незначительный	train
14518	14533	орукка ол чүве ыыттаваан	дорогой он молчал	train
41576	41594	бичии-даа	ни насколько	train
27614	27630	күш-ажылдың бүдүрүкчүлүү	производительность труда	train
37763	37781	шыңганнар дыңзыга берген	мускулы напряглись	train
42092	42110	шериг корабли	военный корабль	train
33441	33458	чараш хол үжүү	каллиграфический почерк	train
39432	39450	чогум-на меӊээ херек чүве ол-дур	это как раз то, что мне нужно	train
28796	28812	доозунну дүжүр үрер	сдуть пыль	train
15138	15153	хүн булуттар ындынче кирген	солнце зашло за тучи	train
11714	11729	инек-даш	валун	train
9346	9361	аян-чорук кылып чоруптар	отправиться в турне	train
2286	2300	ужур-дуза	значение	train
31222	31238	кежээки үе	вечерний час	train
2345	2359	эдилге	исправление	train
28020	28036	куштуң чалгыннарының херлириниң хемчээли	размах крыльев птицы	train
29180	29196	дендии	до смерти	train
25879	25895	ыяшты сыгар	переломить палку	train
45927	45946	хензиг-даа	ничуть	train
23573	23589	кезип эмнээр	делать операцию	train
14026	14041	мөөгүлүг быдаа	грибной суп	train
38400	38418	эмнеттинмес аарыг	неизлечимая болезнь	train
11325	11340	тояанчы кижи	бродяга	train
37093	37111	хөңнү калыр	набить оскомину	train
24675	24691	үстүр	отлететь	train
42522	42541	ыяштыг чер	лесистая местность	train
10451	10466	тас	безукоризненный	train
45580	45599	албан	непременно	train
48748	48769	дүрзү	статуя	train
41665	41683	канвага хана-карактап даараар	вышивать по канве	train
2496	2510	үлүг	норма	train
5809	5824	өскүс ээги 	 ложное ребро	train
35814	35832	кириштиг хирээ	лучковая пила	train
12847	12862	чедер	водить	train
47127	47148	авый-шавый тудар	скрестить	train
49275	49296	тарбаган	сурок	train
37646	37664	хөй алдын чуп алыр	намыть много золота	train
13876	13891	бажын төөредир	вскружить кому-либо голову	train
11001	11016	үзер инек	бодливая корова	train
49001	49022	стресс	стресс	train
41749	41767	могаанындан тендиңнээр	качаться от усталости	train
9420	9435	аңаа чада үнери берге	ему тяжело подниматься по лестнице	train
26729	26745	караанга көстү бээр	попасть на глаза	train
814	828	Тараа ажаары чоокшулап келди.	Приближается уборка зерновых.	train
49155	49176	чыыр	стянуть	train
27611	27627	эки кылдыр сагындырар	произвести впечатление	train
5011	5025	шүүгүлерниң сорулгалары 	 задачи судов	train
19101	19117	инвалидтерге дузалажыр	помогать инвалидам	train
3730	3744	Ажыырганыр	Набивать оскомину	train
6966	6981	өл-ааржы	свежий творог с молоком	train
12235	12250	дөмей-ле	всё равно	train
26802	26818	үрелип калган яблоко	порченое яблоко	train
32298	32314	ол солун дижир номну номчудум	прочитал эту якобы интересную страницу	train
17135	17150	чүвени канчап билир, силерде бо ном чок бе?	у вас, случайно, нет этой книги?	train
15676	15691	ийиниң бирээзи	одно из двух	train
1423	1437	бызааларны салчыр сен 	поможешь отпустить телят с привязи	train
24173	24189	автобус доктаавайн чоруп орган	автобус ехал без остановки	train
6155	6170	оттуг чепсек 	 огнестрельное оружие	train
8084	8099	Дөргүнектеп эртсин	Стороной пусть пройдет	train
395	409	Эксперттер амы-тынга чугула херек болгаш кол эмнерниң федералдыг даңзызы-биле РФ-тиң субъектилеринде 2017 чылда эмчи дузазын халас көргүзер күрүне магадылалының территориалдыг программалары-биле бадылаан чиигелделиг эмнерниң даңзызын шүүштүрген.	Эксперты также сравнили льготные лекарственные перечни субъектов РФ, утвержденные территориальными программами государственных гарантий бесплатного оказания медицинской помощи на 2017 г., с федеральным перечнем жизненно необходимых и важнейших лекарственных препаратов.	train
43171	43190	матраска саваң дыгыыр	набить матрас соломой	train
37477	37495	ужун кеземче кылдыр	в наказание за	train
21291	21307	дыш чокка	без отдыха	train
2890	2904	ада көрбээнин оглу көөр	чего не видел отец, увидит сын	train
26484	26500	курлавырлар чоокшулап келген	резервы подтянулись	train
2122	2136	тускай стаж	специальный стаж| специальная часть	train
11185	11200	демиселчи	борец	train
1830	1844	негээр	затребовать	train
22812	22828	кестинер	обрезаться	train
1142	1156	Бөгүн сериин-дир.	Сегодня прохладно.	train
10868	10883	ачы-буян көргүзер	заниматься благотворительностью	train
44702	44721	өжегерээн	нарочно	train
34502	34519	уруглар аарыының консультациязы	детская консультация	train
23240	23256	бир катап кыжын	однажды зимой	train
2795	2809	таарымчалыг	целесообразный	train
34044	34061	демир-биле шаккан	обитый железом	train
8786	8801	кадыг сеткилдиг кижи	толстокожий человек	train
38781	38799	сөглеп ханмас чедиишкин	несказанный успех	train
10336	10351	хөй частырыглыг	безграмотный	train
36197	36215	чечектен үнген ары чигири	цветочный мёд	train
34355	34372	бүгү делегей болуушкуннарын тайылбырлаар	комментировать международные события	train
29556	29572	командадан үнер	убыть из команды	train
18701	18717	чаа одуругдан эгелеп бижиир	начинать с новой строки	train
24144	24160	өг-бүлезин каар	оставить семью	train
39681	39699	дагзыр	обязывать	train
48099	48120	дүгжүрү	соответствие	train
45135	45154	өжегээр кылбаан	невольный	train
44566	44585	дег	наподобие	train
17871	17886	кым-бир кижи-биле театрже кады баар	сопровождать кого-либо в театр	train
21904	21920	ажыл-херектиң байдалын тодарадып чугаалаар	охарактеризовать положение дел	train
5803	5818	ижин-баар 	 ливер	train
22430	22446	сегиртири	облава	train
23698	23714	эртем талазы-биле чаа билигни тайылбырлаар	определить новое научное понятие	train
16408	16423	мөңгүн савалар	столовое серебро	train
11268	11283	кады төрүвээн акызы	двоюродный брат	train
41315	41333	четпестерни узуткаар	изжить недостатки	train
32744	32760	чечектерни ол садып алган	цветы куплены им	train
46469	46489	өй-шаанда	своевременный	train
14489	14504	аалынче чанар	вернуться домой	train
20559	20575	кылымал үрезиннелири	искусственное оплодотворение	train
4783	4797	административтиг хайгаарал 	 административный надзор	train
18631	18647	согун адар	пустить стрелу	train
23901	23917	хоорайны чырыдары	освещение города	train
44083	44102	ашааның фамилиязын эдилээр	носить фамилию мужа	train
37606	37624	хлеб кескиндизин саржаг-биле чаар	намазать кусок хлеба маслом	train
37149	37167	шай хандызы	навар чая	train
26722	26738	оңгарже кире бээр	попасть в яму	train
15509	15524	аалдап кел дээр	звать в гости	train
12264	12279	мал эмнелгезиниң чери	ветеринарный пункт	train
45673	45692	үнүп-кирип чоруур	неровный	train
36341	36359	хемчээр	снять мерку	train
6142	6157	борбак ок 	 жакан	train
19706	19722	хөлге эштир	купаться в озере	train
37391	37409	хөлезиленген ажылчын	наёмный рабочий	train
11124	11139	баш аарыы	головная боль	train
9946	9961	шеригге келдирер	призвать в армию	train
38977	38995	келбээни дээш	за неявку	train
44817	44836	шооткан	насмешливый	train
